(1, 210)(8, 210)(27, 21)
(9, 21)(18, 21)(3, 102)
(22, 12)(5, 201)(8, 21)
(27, 21)(26, 120)(1, 210)

(12, 201)(11, 12)(6, 120)
(13, 120)(14, 210)(15, 120)
(4, 120)(17, 210)(10, 201)

(7, 210)(16, 21)(21, 21)
(24, 12)(23, 210)(20, 21)
(19, 201)(2, 120)(25, 120)

(25, 210)(6, 201)(1, 12)
(26, 201)(5, 210)(12, 102)
(19, 210)(4, 102)(3, 12)

(20, 102)(11, 210)(16, 201)
(13, 120)(14, 210)(15, 210)
(24, 120)(17, 210)(10, 201)

(27, 21)(18, 12)(7, 12)
(22, 210)(23, 201)(2, 21)
(9, 102)(8, 210)(21, 120)

(25, 210)(24, 201)(21, 120)
(22, 210)(5, 210)(4, 210)
(19, 210)(20, 120)(3, 201)

(26, 12)(11, 210)(6, 120)
(13, 120)(14, 210)(15, 120)
(2, 12)(17, 12)(12, 210)

(27, 102)(8, 120)(1, 210)
(10, 120)(23, 210)(16, 102)
(7, 12)(18, 12)(9, 201)

(27, 12)(20, 210)(25, 12)
(16, 102)(5, 210)(22, 12)
(21, 201)(26, 210)(7, 12)

(12, 210)(11, 12)(6, 21)
(13, 210)(14, 210)(15, 210)
(8, 102)(17, 210)(4, 120)

(1, 12)(24, 201)(19, 12)
(10, 102)(23, 201)(18, 120)
(3, 12)(2, 210)(9, 120)

(19, 201)(12, 12)(1, 12)
(24, 12)(5, 201)(6, 210)
(3, 210)(26, 120)(25, 102)

(2, 12)(11, 210)(22, 120)
(13, 120)(14, 210)(15, 120)
(16, 210)(17, 210)(8, 12)

(9, 120)(18, 21)(27, 12)
(10, 120)(23, 210)(4, 210)
(21, 21)(20, 120)(7, 21)

(3, 12)(16, 12)(21, 201)
(2, 21)(5, 201)(22, 210)
(27, 102)(6, 102)(25, 210)

(18, 201)(11, 12)(10, 201)
(13, 210)(14, 210)(15, 120)
(12, 210)(17, 12)(4, 21)

(19, 102)(24, 102)(1, 21)
(8, 201)(23, 201)(26, 201)
(7, 12)(20, 120)(9, 120)

(19, 120)(16, 12)(1, 201)
(8, 201)(5, 210)(26, 201)
(9, 12)(12, 12)(25, 21)

(2, 102)(11, 210)(18, 210)
(13, 210)(14, 210)(15, 120)
(10, 210)(17, 210)(4, 21)

(3, 21)(20, 210)(7, 12)
(24, 210)(23, 201)(6, 210)
(27, 201)(22, 102)(21, 120)

(1, 21)(20, 210)(7, 21)
(26, 201)(5, 210)(22, 12)
(21, 12)(10, 21)(19, 12)

(4, 21)(11, 210)(6, 21)
(13, 120)(14, 210)(15, 120)
(18, 201)(17, 210)(12, 201)

(25, 201)(16, 12)(3, 201)
(24, 12)(23, 201)(8, 21)
(27, 12)(2, 210)(9, 12)

(19, 12)(24, 102)(21, 120)
(10, 120)(5, 210)(4, 210)
(27, 210)(12, 12)(3, 120)

(16, 210)(11, 210)(18, 201)
(13, 210)(14, 210)(15, 210)
(2, 12)(17, 210)(20, 102)

(9, 120)(26, 210)(25, 102)
(6, 12)(23, 201)(8, 21)
(7, 12)(22, 201)(1, 120)

